time,IR,correctedPPM,correctedRZero,ppm,resistance,rzero,humidity,temperature,neck_pos,base_pos,result,img_url
2023-12-30-15-17-00,0,435870.75,6.22,561115.06,3.59,5.65,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_17_00.jpg
2023-12-30-15-17-05,0,454544.16,6.12,593434.0,3.53,5.56,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_17_05.jpg
2023-12-30-15-17-10,0,401149.0,6.41,516416.31,3.69,5.85,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_17_10.jpg
2023-12-30-15-17-16,0,460975.94,6.09,593434.0,3.5,5.53,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_17_16.jpg
2023-12-30-15-17-22,0,501890.13,5.91,646104.75,3.41,5.39,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_17_21.jpg
2023-12-30-15-17-28,0,509117.5,5.85,664870.94,3.37,5.34,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_17_28.jpg
2023-12-30-15-17-39,0,418088.94,6.31,538223.81,3.64,5.76,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_17_38.jpg
2023-12-30-15-17-47,0,523943.38,5.82,674494.81,3.36,5.31,61,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_17_46.jpg
2023-12-30-15-17-52,0,504823.56,5.89,646104.75,3.41,5.39,60,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_17_52.jpg
2023-12-30-15-18-00,0,512093.03,5.86,664870.94,3.37,5.34,60,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_17_59.jpg
2023-12-30-15-18-24,0,476934.03,6.02,610409.88,3.48,5.5,60,30,0,0,1,http://192.168.1.5:5555/image/2023_12_30_15_18_24.jpg
